actual_intent,calibration_error,confidence,correct,expected_intent,latency_ms,query_id,question,reason,router_type
RAG,0.13,0.87,True,RAG,0.06,unstr_026,Masan báo cáo các rủi ro chuỗi cung ứng nào nổi bật?,Found 3 RAG keyword(s),rule_router
RAG,0.050000000000000044,0.95,True,RAG,0.07,unstr_027,FPT mô tả chiến lược chuyển đổi số cho khách hàng như thế nào?,Found 4 RAG keyword(s),rule_router
RAG,0.32999999999999996,0.67,True,RAG,0.06,unstr_028,Vinamilk trình bày hệ thống quản trị rủi ro ra sao?,Found 1 RAG keyword(s),rule_router
RAG,0.25,0.75,True,RAG,0.06,unstr_029,Masan nêu kế hoạch mở rộng thị trường quốc tế như thế nào?,Found 2 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.06,unstr_030,FPT nhấn mạnh mục tiêu ESG hoặc phát triển bền vững nào?,Found 1 RAG keyword(s),rule_router
SQL,0.18999999999999995,0.81,True,SQL,0.07,str_021,Liệt kê 5 đơn hàng gần nhất với tên khách hàng và nhân viên phụ trách.,Found 2 SQL keyword(s),rule_router
SQL,0.35,0.65,True,SQL,0.06,str_022,Những sản phẩm nào chưa từng được đặt hàng?,Found 1 SQL keyword(s),rule_router
SQL,0.15000000000000002,0.85,True,SQL,0.07,str_023,Tổng doanh thu theo quốc gia khách hàng là bao nhiêu?,Found 3 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.06,str_024,Top 5 sản phẩm bán chạy theo số lượng là gì?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.07,str_025,Nhân viên nào xử lý nhiều đơn hàng nhất trong năm 1997?,Found 2 SQL keyword(s),rule_router
SQL,0.35,0.65,True,SQL,0.08,str_026,Danh sách khách hàng chưa có đơn hàng nào.,Found 1 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.07,str_027,Số lượng đơn hàng theo công ty vận chuyển là bao nhiêu?,Found 2 SQL keyword(s),rule_router
SQL,0.15000000000000002,0.85,True,SQL,0.07,str_028,Giá trung bình của sản phẩm theo nhà cung cấp là bao nhiêu?,Found 3 SQL keyword(s),rule_router
SQL,0.15000000000000002,0.85,True,SQL,0.07,str_029,Những đơn hàng có tổng giá trị lớn hơn mức trung bình đơn hàng là gì?,Found 3 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.06,str_030,Top 5 khách hàng theo tổng chi tiêu là ai?,Found 3 SQL keyword(s),rule_router
HYBRID,0.17000000000000004,0.83,True,HYBRID,0.07,hyb_021,FPT mô tả chiến lược AI ra sao và tổng số khách hàng trong Northwind là bao nhiêu?,Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_022,Vinamilk nói về chiến lược sản phẩm thế nào và có bao nhiêu nhà cung cấp?,Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.17000000000000004,0.83,True,HYBRID,0.07,hyb_023,Masan trình bày chuỗi cung ứng ra sao và top 5 sản phẩm bán chạy là gì?,Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_024,FPT nêu mục tiêu tăng trưởng gì và tổng doanh thu theo quốc gia khách hàng là bao nhiêu?,Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.08,hyb_025,"Vinamilk mô tả thị trường xuất khẩu nào và 5 đơn hàng gần nhất gồm khách hàng, nhân viên là gì?",Found mixed SQL (1) and RAG (2) signals,rule_router
HYBRID,0.17000000000000004,0.83,True,HYBRID,0.07,hyb_026,Masan nói về quản trị rủi ro ra sao và khách hàng chưa có đơn hàng nào?,Found mixed SQL (1) and RAG (1) signals,rule_router
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_027,FPT nói về chuyển đổi số và sản phẩm chưa từng được đặt hàng là gì?,Found mixed SQL (1) and RAG (2) signals,rule_router
HYBRID,0.17000000000000004,0.83,True,HYBRID,0.07,hyb_028,Vinamilk nêu mục tiêu ESG nào và những đơn hàng có giá trị lớn hơn mức trung bình là gì?,Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_029,Masan nêu kế hoạch mở rộng thị trường nào và top 5 khách hàng theo tổng chi tiêu là ai?,Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_030,FPT báo cáo kết quả tài chính ra sao và nhân viên xử lý nhiều đơn hàng nhất năm 1997 là ai?,Found mixed SQL (2) and RAG (1) signals,rule_router
RAG,0.35,0.65,True,RAG,0.06,unstr_031,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.06,unstr_032,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.06,unstr_033,Masan có những điểm nổi bật nào trong báo cáo thường niên năm 2025?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_034,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_035,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_036,Masan có những điểm nổi bật nào trong báo cáo thường niên năm 2025?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_037,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_038,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_039,Masan có những điểm nổi bật nào trong báo cáo thường niên năm 2025?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.06,unstr_040,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_041,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_042,Masan có những điểm nổi bật nào trong báo cáo thường niên năm 2025?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_043,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_044,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_045,Masan có những điểm nổi bật nào trong báo cáo thường niên năm 2025?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.09,unstr_046,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_047,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_048,Masan có những điểm nổi bật nào trong báo cáo thường niên năm 2025?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_049,FPT có những điểm nổi bật nào trong báo cáo thường niên năm 2023?,Found 1 RAG keyword(s),rule_router
RAG,0.35,0.65,True,RAG,0.05,unstr_050,Vinamilk có những điểm nổi bật nào trong báo cáo thường niên năm 2024?,Found 1 RAG keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.06,str_031,Tổng số đơn hàng trong năm 2023 là bao nhiêu?,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.06,str_032,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_033,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.08,str_034,Truy vấn doanh thu/đơn hàng/phân nhóm theo yêu cầu,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_035,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.06,str_036,Tổng số đơn hàng trong năm 2025 là bao nhiêu?,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_037,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_038,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.06,str_039,Truy vấn doanh thu/đơn hàng/phân nhóm theo yêu cầu,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_040,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.06,str_041,Tổng số đơn hàng trong năm 2024 là bao nhiêu?,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_042,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_043,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.05,str_044,Truy vấn doanh thu/đơn hàng/phân nhóm theo yêu cầu,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_045,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.05,str_046,Tổng số đơn hàng trong năm 2023 là bao nhiêu?,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_047,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_048,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
SQL,0.25,0.75,True,SQL,0.05,str_049,Truy vấn doanh thu/đơn hàng/phân nhóm theo yêu cầu,Found 2 SQL keyword(s),rule_router
SQL,0.125,0.875,True,SQL,0.05,str_050,Top khách hàng theo tổng chi tiêu (top N) là ai?,Found 3 SQL keyword(s),rule_router
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.1,hyb_031,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.08,hyb_032,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_033,"Theo báo cáo Masan năm 2025, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_034,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_035,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_036,"Theo báo cáo Masan năm 2025, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_037,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_038,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_039,"Theo báo cáo Masan năm 2025, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.05,hyb_040,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_041,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.05,hyb_042,"Theo báo cáo Masan năm 2025, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.05,hyb_043,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.06,hyb_044,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.15,hyb_045,"Theo báo cáo Masan năm 2025, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.1,hyb_046,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.09,hyb_047,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.08,hyb_048,"Theo báo cáo Masan năm 2025, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.09,hyb_049,"Theo báo cáo FPT năm 2023, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
HYBRID,0.050000000000000044,0.95,True,HYBRID,0.07,hyb_050,"Theo báo cáo Vinamilk năm 2024, chiến lược chính là gì và hiện có bao nhiêu đơn hàng trong hệ thống?",Both document and structured-data signals detected.,adaptive_rule
